央视,#genre#
黑龙江卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225862/index.m3u8?servicetype=1
广东卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225824/index.m3u8?servicetype=1
安徽卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225844/index.m3u8?servicetype=1
深圳卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225848/index.m3u8?servicetype=1
天津卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225830/index.m3u8?servicetype=1
重庆卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225831/index.m3u8?servicetype=1
东南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227156/index.m3u8?servicetype=1
广西卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227250/index.m3u8?servicetype=1
河北卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227063/index.m3u8?servicetype=1
江西卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225834/index.m3u8?servicetype=1
四川卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227182/index.m3u8?servicetype=1
贵州卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227201/index.m3u8?servicetype=1
湖北卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225840/index.m3u8?servicetype=1
河南卫视,http://[2409:8087:4400:20:1:a0f:11:9]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
河南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225842/index.m3u8?servicetype=1
海峡卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227198/index.m3u8?servicetype=1
吉林卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227099/index.m3u8?servicetype=1
海南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227216/index.m3u8?servicetype=1
云南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227181/index.m3u8?servicetype=1
甘肃卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227262/index.m3u8?servicetype=1
山西卫视,http://liveflash.sxrtv.com/live/sxwshd.m3u8
山西卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225839/index.m3u8?servicetype=1
陕西卫视,http://[2409:8087:5011:1020::2f]/180000001002/00000001000000000090000000215607/main.m3u8?IASHttpSessionId=OTT
陕西卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225850/index.m3u8?servicetype=1
宁夏卫视,http://livepgc.cmc.ningxiahuangheyun.com/pgc/deb40eb3174c0c2d62c30810f0087d64.m3u8?txSecret=27098501b42eae2199df753a323534df&txTime=6326BD7B
宁夏卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225849/index.m3u8?servicetype=1
青海卫视,http://[2409:8087:5011:1020::2f]/180000001002/00000001000000000090000000215609/main.m3u8?IASHttpSessionId=OTT
青海卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227119/index.m3u8?servicetype=1
内蒙古卫视,http://[2409:8087:1070:301:2028::1c]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225676/index.m3u8?fmt=ts2hls
内蒙古卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225846/index.m3u8?servicetype=1
西藏卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227217/index.m3u8?servicetype=1
新疆卫视,http://livehyw5.chinamcache.com/hyw/zb01.m3u8?txSecret=58347f72aece2c25c685b8dc4da74652&txTime=95A66658
新疆卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225852/index.m3u8?servicetype=1
康巴卫视,http://112.19.214.90:8883/tsfile/live/1010_1.m3u8
康巴卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225856/index.m3u8?servicetype=1
兵团卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227168/index.m3u8?servicetype=1
兵团卫视,http://test5.btzx.com.cn/live/btxjbtws.stream/chunklist_w588330955.m3u8
兵团卫视,http://test5.btzx.com.cn/live/btxjbtws.stream/chunklist_w1782170990.m3u8
三沙卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000319/index.m3u8?IAS
三沙卫视,http://[2409:8087:5e01:34::27]:6610/ZTE_CMS/08984400000000060000000000000319/index.m3u8?IAS
三沙卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227172/index.m3u8?servicetype=1
南方卫视,http://v2.91kds.cn/b9/itouchtv.m3u8?fmt=hls&id=gdtvs2&auth=rinimabi
南方卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227214/index.m3u8?servicetype=1
黄河卫视,http://liveflash.sxrtv.com/live/huanghe.m3u8
延边卫视,http://live.ybtvyun.com/video/s10016-6297f9f7a2d5/index.m3u8
延边卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221226201/index.m3u8
安多卫视,http://stream.qhbtv.com/adws/playlist.m3u8
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8

港澳台,#genre#
凤凰中文,http://39.135.55.105:6610/PLTV/88888888/224/3221227222/index.m3u8?servicetype=1
凤凰资讯,http://39.135.55.105:6610/PLTV/88888888/224/3221227226/index.m3u8?servicetype=1
凤凰中文,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰电影,http://111.59.189.40:8445/tsfile/live/1022_1.m3u8
香港卫视文旅,https://myun-hw-s3.myun.tv/melj80jz/lxx27bol/1551285536499984128.m3u8
澳门Macau,http://103.233.191.133:1935/ch3/ch3.live/playlist.m3u8
澳门Macau,http://103.233.191.134:1935/ch3/ch3.live/playlist.m3u8
澳视澳门,http://103.233.191.133:1935/ch1/ch1.live/playlist.m3u8
澳视葡文,http://103.233.191.132:1935/ch2/ch2.live/playlist.m3u8
澳门资讯,http://103.233.191.133:1935/ch5/info_ch5.live/playlist.m3u8
澳门综艺,http://103.233.191.134:1935/ch6/hd_ch6.live/playlist.m3u8
澳门体育,http://103.233.191.132:1935/ch4/sport_ch4.live/playlist.m3u8

北京地方台,#genre#
北京文艺,http://111.13.42.238/PLTV/88888888/224/3221226440/1.m3u8
北京科教,http://111.13.42.232/PLTV/88888888/224/3221226559/1.m3u8
北京财经,http://111.13.42.6/PLTV/88888888/224/3221226560/1.m3u8
北京影视,http://111.13.42.234/PLTV/88888888/224/3221226486/1.m3u8
北京生活,http://111.13.42.235/PLTV/88888888/224/3221226561/1.m3u8
北京青年,http://111.13.42.235/PLTV/88888888/224/3221226562/1.m3u8
北京新闻,http://111.13.42.235/PLTV/88888888/224/3221226437/1.m3u8
北京国际,http://111.13.42.234/PLTV/88888888/224/3221226510/1.m3u8

北京财经,http://live.cooltv.top/tv/btime.php?id=btvcj
北京青年,http://live.cooltv.top/tv/btime.php?id=btvqn
北京生活,http://live.cooltv.top/tv/btime.php?id=btvsh
北京文艺,http://live.cooltv.top/tv/btime.php?id=btvwy
北京新闻,http://live.cooltv.top/tv/btime.php?id=btvxw
北京影视,http://live.cooltv.top/tv/btime.php?id=btvys

北京纪实,http://39.135.55.105:6610/PLTV/88888888/224/3221225944/index.m3u8?servicetype=1
北京IPTV4K超清,http://111.13.42.231/PLTV/88888888/224/3221226550/1.m3u8
北京IPTV萌宠,http://111.13.42.235/PLTV/88888888/224/3221226555/1.m3u8
北京IPTV淘电影,http://111.13.42.234/PLTV/88888888/224/3221226552/1.m3u8
北京IPTV淘娱乐,http://111.13.42.230/PLTV/88888888/224/3221226551/1.m3u8
北京IPTV淘BABY,http://111.13.42.6/PLTV/88888888/224/3221226554/1.m3u8
房山电视台,https://live.funhillrm.com/2/playlist.m3u8
房山城市,http://live.funhillrm.com/5/sd/live.m3u8

天津地方台,#genre#
天津新闻1,http://anyun-ship.com:8888/udp/225.1.1.130:5002
天津文艺2,http://anyun-ship.com:8888/udp/225.1.1.131:5002
天津影视3,http://anyun-ship.com:8888/udp/225.1.1.149:5002
天津都市4,http://anyun-ship.com:8888/udp/225.1.1.128:5002
天津科教6,http://anyun-ship.com:8888/udp/225.1.1.129:5002
天津体育5,http://anyun-ship.com:8888/udp/225.1.1.122:5002
蓟州电视台,http://anyun-ship.com:8888/udp/225.1.1.82:5002
滨海新闻,http://traffic.jbh.tjbh.com/live/bhtv1/playlist.m3u8
滨海综艺,http://traffic.jbh.tjbh.com/live/bhtv2/playlist.m3u8
滨海影视,http://traffic.jbh.tjbh.com/live/bhtv3/playlist.m3u8
津南,http://play.jinnantv.top/live/JNTV1.m3u8

河北地方台,#genre#
河北经济频道,https://event.pull.hebtv.com/jishi/jingjishenghuo.m3u8
河北都市频道,https://event.pull.hebtv.com/jishi/dushipindao.m3u8
河北影视频道,https://event.pull.hebtv.com/jishi/yingshijupindao.m3u8
河北少儿科教,https://event.pull.hebtv.com/jishi/shaoerkejiao.m3u8
河北公共频道,https://event.pull.hebtv.com/jishi/gonggongpindao.m3u8
河北农民频道,https://event.pull.hebtv.com/jishi/nongminpindao.m3u8
河北影视频道,http://60.10.167.88:808/hls/60/index.m3u8
河北农民频道,http://60.10.167.88:808/hls/63/index.m3u8
河北经济频道,http://60.10.167.88:808/hls/58/index.m3u8
河北都市频道,http://60.10.167.88:808/hls/59/index.m3u8
河北少儿科教,http://60.10.167.88:808/hls/61/index.m3u8
河北农民频道,http://60.10.167.88:808/hls/63/index.m3u8
河北公共频道,http://60.10.167.88:808/hls/62/index.m3u8
石家庄新闻,http://pluslive1.sjzntv.cn/xmzh/playlist.m3u8
石家庄娱乐,http://pluslive1.sjzntv.cn/yule/playlist.m3u8
石家庄生活,http://pluslive1.sjzntv.cn/shenghuo/playlist.m3u8
石家庄都市,http://pluslive1.sjzntv.cn/dushi/playlist.m3u8
保定新闻,http://live.bdgdw.com/channel1/playlist.m3u8
保定公共,http://live.bdgdw.com/channel2/playlist.m3u8
保定生活,http://live.bdgdw.com/channel3/playlist.m3u8
石家庄新闻,http://60.10.167.88:808/hls/64/index.m3u8
石家庄娱乐,http://60.10.167.88:808/hls/65/index.m3u8
石家庄娱乐,https://epg.pm/stream/828b2bda32ef663460f800d7693560c65ab1e2854a6ddfcc4d4002232e8670cb.m3u8#https://epg.pm/stream/adbf98ac5cda4337f51c74794641fee31f6cd8d0db2fc14eefb5d01182ed3847.m3u8
石家庄生活,https://epg.pm/stream/eed023bdef75c845d1fe1a259e43e7e5ef094374eeef46b2f663387e17a55388.m3u8#https://epg.pm/stream/863b91ab530d49a7b3919116bef70ff03aca6224fbe2913ecee72b39e37fbf49.m3u8
石家庄都市,http://60.10.167.88:808/hls/67/index.m3u8
石家庄都市,https://epg.pm/stream/2315c82ad1fdc042f9a1b15a07b4bba19a9c573f9246797974c318cab7fb2518.m3u8#https://epg.pm/stream/25527e1dc96b6d4f80807ff704e278914caf04033905eaf469289ab804224098.m3u8
衡水新闻,http://hls.hsrtv.cn/hls/hstv1.m3u8
衡水公共,http://hls.hsrtv.cn/hls/hstv2.m3u8
廊坊公共,http://60.10.167.88:808/hls/68/index.m3u8
邯郸新闻,https://jwliveqxzb.hebyun.com.cn/hdxwzh/hdxwzh.m3u8#http://haiyan.liveyun.hoge.cn/xwpd/sd/live.m3u8
邯郸公共,https://jwliveqxzb.hebyun.com.cn/hdgg/hdgg.m3u8#https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel1/playlist.m3u8
邯郸科教,https://jwliveqxzb.hebyun.com.cn/hdkj/hdkj.m3u8

承德公共生活,https://jwliveqxzb.hebyun.com.cn/cdsggshtv/cdsggshtv.m3u8
承德新闻,https://jwliveqxzb.hebyun.com.cn/cdsxwzhtv/cdsxwzhtv.m3u8
平泉影视,https://jwliveqxzb.hebyun.com.cn/pqys/pqys.m3u8
平泉综合,https://jwliveqxzb.hebyun.com.cn/pqzh/pqzh.m3u8
任丘文娱,https://jwcdnqx.hebyun.com.cn/live/rqtv2/1500k/tzwj_video.m3u8
任丘综合,https://jwcdnqx.hebyun.com.cn/live/rqtv1/1500k/tzwj_video.m3u8
涞水新闻,https://jwliveqxzb.hebyun.com.cn/lsdst/lsdst.m3u8
丰宁娱乐,https://jwcdnqx.hebyun.com.cn/live/fengningyulepindao/1500k/tzwj_video.m3u8
丰宁综合,https://jwliveqxzb.hebyun.com.cn/fengningzonghe/fengningzonghe.m3u8
鹿泉二套,https://jwliveqxzb.hebyun.com.cn/luquaner/luquaner.m3u8
鹿泉一套,https://jwliveqxzb.hebyun.com.cn/luquanyi/luquanyi.m3u8
赵县电视二套,http://vfile.cfrtv.cn/2017/1484/6248/0267/148462480267.ssm/148462480267.m3u8#http://hbzx.chinashadt.com:2036/zhibo/stream:zx2.stream/playlist.m3u8
安平新闻,http://shou.city1000.cn/live/apxw.m3u8
景县电视一套,http://hbjx.chinashadt.com:1935/live/stream:jx1.stream/playlist.m3u8
武强影视,http://hbwq.chinashadt.com:2035/live/stream:wqys.stream/playlist.m3u8
滦州综合,http://hblxx.chinashadt.com:2036/live/stream:lx1.stream/playlist.m3u8
滦州综艺,http://hblxx.chinashadt.com:2036/live/stream:lx2.stream/playlist.m3u8
平乡综合,http://hbpx.chinashadt.com:2036/live/px1.stream/playlist.m3u8
隆化影视,http://hblh.chinashadt.com:2036/live/stream:lh2.stream/playlist.m3u8
隆化综合,http://hblh.chinashadt.com:2036/live/stream:lh1.stream/playlist.m3u8
双滦新闻,https://jwcdnqx.hebyun.com.cn/live/slxw/1500k/tzwj_video.m3u8
双滦影视,https://jwcdnqx.hebyun.com.cn/live/slys/1500k/tzwj_video.m3u8
昌黎综合,https://jwcdnqx.hebyun.com.cn/live/clzhpd/1500k/tzwj_video.m3u8
大厂一套,http://60.10.185.184:1935/live/dc1.stream/playlist.m3u8
清河经济综艺,https://jwcdnqx.hebyun.com.cn/live/qinghe1/1500k/tzwj_video.m3u8
清河新闻,https://jwcdnqx.hebyun.com.cn/live/qinghe/1500k/tzwj_video.m3u8
邱县电视二套,http://live.hd.hdbs.cn/video/s10013-qxds2/index.m3u8
邱县综合,http://live.hd.hdbs.cn/video/s10013-qxds1/index.m3u8
兴隆综合,https://jwcdnqx.hebyun.com.cn/live/xlzh/1500k/tzwj_video.m3u8

山西地方台,#genre#
山西社会,http://liveflash.sxrtv.com/live/sxedu.m3u8
山西经济,http://liveflash.sxrtv.com/live/sxfinance.m3u8
山西公共,http://liveflash.sxrtv.com/live/sxpublic.m3u8
山西影视,http://liveflash.sxrtv.com/live/sxfilm.m3u8
山西黄河,http://liveflash.sxrtv.com/live/huanghe.m3u8
长治公共,http://111.53.105.2:8084/7223161a96984d81b711d762d7e7fdd1/h264_300k_ts/index.m3u8?type=hls_live_redirect
长治教育,http://111.53.105.2:8084/2b7f0174d0f44c34bf466fc0ab801a3a/h264_300k_ts/index.m3u8?type=hls_live_redirect
长治新闻,http://111.53.105.2:8084/4b0bcd8509d748358b4450921fc3443b/h264_300k_ts/index.m3u8?type=hls_live_redirect
柳林综合,http://pili-live-rtmp.212.i2863.com/i2863-212/live_212_336940.m3u8
高平综合,http://live.gprmt.cn/gpnews/hd/live.m3u8
吉县新闻,http://jxlive.jxrmtzx.com:8091/live/xwzh.m3u8
交城电视台,http://sxjc.chinashadt.com:2036/live/stream:jctv.stream/playlist.m3u8
黎城综合,http://111.53.96.67:8081/live/1/index.m3u8
灵石新闻,https://live-stream.lsxrmtzx.com/live/video.m3u8
潞城新闻,http://59.48.42.6:62204/lucheng.m3u8
宁武综合,https://fvsln5ps.live.sxmty.com/live/hls/7922d2cdc4734bb3921826418cfa992d/cd7756e2135a48758e73017d502d8ec1-1.m3u8
祁县新闻,http://ggpagerl.live.sxmty.com/live/hls/b350dc1ac5da45c2b2233f6eb122ddf4/49d3766c7f204685a2a8f027b234c33d.m3u8
万荣综合,http://pili-live-hls.217.i2863.com/i2863-217/live_217_867556.m3u8
五寨综合,https://stream.icelook.cn/cf2874738208c975/6727103226484622340_1607389965.m3u8?auth_key=1893456000-0-0-c8ce454296feaadfd96bc25904e2b688
阳城电视台,https://liveout.ycxrmt.cn/i9i45p/en7atk.m3u8
原平综合,http://xkmspyxn.live.sxmty.com/live/hls/65072fcc05414062bf02088d2a2a77b2/9da977614b044ef59d11779e997a12f8-1.m3u8
运城公共,http://live.0359tv.com/lsdream/t667aTY/1000/live.m3u8
运城科技教育,http://live.0359tv.com/lsdream/p5eq48m/1000/live.m3u8
运城新闻,http://live.0359tv.com/lsdream/ss4Lj11/1000/live.m3u8
阳泉新闻,https://live.yqrtv.com/xwpd/sd/live.m3u8
阳泉科教,https://live.yqrtv.com/xwchne/sd/live.m3u8

内蒙古地方台,#genre#
内蒙古卫视,http://[2409:8087:1070:301:2028::1c]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225676/index.m3u8?fmt=ts2hls
内蒙古经济,http://[2409:8087:1070:301:2028::16]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225879/index.m3u8?fmt=ts2hls
内蒙古蒙语卫视,http://[2409:8087:1030:301:2025::22]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225705/index.m3u8?fmt=ts2hls
内蒙古蒙语文化,http://[2409:8087:1070:301:2028::16]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225876/index.m3u8?fmt=ts2hls
内蒙古农牧,http://[2409:8087:1070:301:2028::1e]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225878/index.m3u8?fmt=ts2hls
内蒙古少儿,http://[2409:8087:1070:301:2028::1f]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225874/index.m3u8?fmt=ts2hls
内蒙古蒙语卫视,http://[2409:8087:1020:301:2026::25]:80/wh7f454c46tw4123518834_-1472072044/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225766/10000100000000060000000000000838_0.smil/01.m3u8?fmt=ts2hls
内蒙古蒙语文化,http://[2409:8087:1070:301:2026::15]:80/wh7f454c46tw4183914254_1795921018/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225876/10000100000000060000000000307694_0.smil/01.m3u8?fmt=ts2hls
内蒙古文体娱乐,http://[2409:8087:1070:301:2026::25]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225877/index.m3u8?fmt=ts2hls
内蒙古新闻,http://[2409:8087:1070:301:2028::16]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225875/index.m3u8?fmt=ts2hls
包头经济,http://[2409:8087:1050:301:2026::17]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225864/index.m3u8?fmt=ts2hls
包头生活,http://[2409:8087:1050:301:2026::11]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225738/index.m3u8?fmt=ts2hls
包头新闻,http://[2409:8087:1020:301:2026::2d]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225737/index.m3u8?fmt=ts2hls
呼和浩特都市,http://[2409:8087:1050:301:2026::13]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8?fmt=ts2hls
呼和浩特新闻,http://[2409:8087:1050:301:2026::14]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225814/index.m3u8?fmt=ts2hls
呼和浩特影视,http://[2409:8087:1030:201:2022::27]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225815/index.m3u8?fmt=ts2hls
呼伦贝尔生活,http://[2409:8087:1050:301:2026::17]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225935/index.m3u8?fmt=ts2hls
呼伦贝尔文化,http://[2409:8087:1050:301:2026::18]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225934/index.m3u8?fmt=ts2hls
呼伦贝尔新闻,http://[2409:8087:1050:301:2026::18]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225933/index.m3u8?fmt=ts2hls
赤峰综合,http://vfile.cfrtv.cn/2017/1484/6248/0267/148462480267.ssm/148462480267.m3u8
鄂尔多斯城市生活,http://live.erdszs.org.cn/lsdream/726npBZ/1000/live.m3u8
鄂尔多斯蒙语综合,http://live.erdszs.org.cn/lsdream/3lZr8dK/1000/live.m3u8
鄂尔多斯新闻,http://live.erdszs.org.cn/lsdream/h2mxgj4/1000/live.m3u8
鄂尔多斯经济服务,http://live.erdszs.org.cn/lsdream/ogvfqcp/1000/live.m3u8
乌兰察布经济,http://pluslive.wrbtv.cn/wrbtv1/sd/live.m3u8
乌兰察布生活,http://pluslive.wrbtv.cn/wrbtv3/sd/live.m3u8
乌兰察布新闻,http://pluslive.wrbtv.cn/xwzh/sd/live.m3u8
鄂托克前旗电视台,http://livehqy.chinamcache.com/live/hqyzb01.m3u8
库伦旗电视台,http://pili-live-hls.nmgapp12019.sobeylive.com/nmgapp12019/live161942247484390.m3u8
奈曼旗电视台,http://pili-live-hls.nmgapp12019.sobeylive.com/nmgapp12019/live161888593025926.m3u8
鄂托克旗电视台,http://110.19.181.138:10080/hls/F509Rh7GR/F509Rh7GR_live.m3u8
鄂温克电视台,http://pili-live-hls.nmgapp12019.sobeylive.com/nmgapp12019/live162700604855057.m3u8

辽宁地方台,#genre#
辽宁北方,http://[2409:8087:1414:22::112d]/wh7f454c46tw3571653152_-2066612672/hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226755/index.m3u8
辽宁都市,http://[2409:8087:1414:22::112d]/wh7f454c46tw3571653152_-2066612672/hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226760/index.m3u8
辽宁公共,http://[2409:8087:1414:22::112d]/wh7f454c46tw3498689980_663871177/hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226766/index.m3u8
辽宁体育,http://[2409:8087:1414:22::112d]/wh7f454c46tw3571653152_-2066612672/hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226764/index.m3u8
辽宁移动,http://[2409:8087:1414:22::112d]/wh7f454c46tw3498689980_663871177/hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226982/index.m3u8
